subjectID,menuID,taskID,Y,taskType
16,15,2,1,Risk
16,16,2,1,Risk
16,17,2,1,Risk
16,18,2,1,Risk
16,19,2,2,Risk
16,21,3,1,Risk
16,22,3,1,Risk
16,23,3,1,Risk
16,24,3,1,Risk
16,25,3,1,Risk
16,26,3,1,Risk
16,27,3,1,Risk
16,28,3,2,Risk
16,29,3,2,Risk
16,31,4,1,Risk
16,32,4,1,Risk
16,33,4,1,Risk
16,34,4,1,Risk
16,35,4,1,Risk
16,36,4,1,Risk
16,37,4,1,Risk
16,38,4,1,Risk
16,39,4,1,Risk
17,1,1,1,Risk
17,2,1,1,Risk
17,3,1,1,Risk
17,4,1,1,Risk
17,5,1,1,Risk
17,6,1,1,Risk
17,7,1,1,Risk
17,8,1,1,Risk
17,9,1,2,Risk
17,11,2,1,Risk
17,12,2,1,Risk
17,13,2,1,Risk
17,14,2,1,Risk
17,15,2,1,Risk
17,16,2,1,Risk
17,17,2,1,Risk
17,18,2,1,Risk
17,19,2,1,Risk
17,21,3,1,Risk
17,22,3,1,Risk
17,23,3,1,Risk
17,24,3,1,Risk
17,25,3,1,Risk
17,26,3,1,Risk
17,27,3,1,Risk
17,28,3,1,Risk
17,29,3,2,Risk
17,31,4,1,Risk
17,32,4,1,Risk
17,33,4,1,Risk
17,34,4,1,Risk
17,35,4,1,Risk
17,36,4,1,Risk
17,37,4,1,Risk
17,38,4,1,Risk
17,39,4,2,Risk
18,1,1,1,Risk
18,2,1,1,Risk
18,3,1,1,Risk
18,4,1,1,Risk
18,5,1,1,Risk
18,6,1,1,Risk
18,7,1,1,Risk
18,8,1,1,Risk
18,9,1,2,Risk
18,11,2,1,Risk
18,12,2,1,Risk
18,13,2,1,Risk
18,14,2,2,Risk
18,15,2,2,Risk
18,16,2,2,Risk
18,17,2,2,Risk
18,18,2,2,Risk
18,19,2,2,Risk
18,21,3,1,Risk
18,22,3,1,Risk
18,23,3,1,Risk
18,24,3,1,Risk
18,25,3,1,Risk
18,26,3,1,Risk
18,27,3,1,Risk
18,28,3,1,Risk
18,29,3,2,Risk
18,31,4,1,Risk
18,32,4,1,Risk
18,33,4,1,Risk
18,34,4,1,Risk
18,35,4,1,Risk
18,36,4,1,Risk
18,37,4,1,Risk
18,38,4,1,Risk
18,39,4,1,Risk
19,1,1,1,Risk
19,2,1,1,Risk
19,3,1,1,Risk
19,4,1,1,Risk
19,5,1,1,Risk
19,6,1,1,Risk
19,7,1,0,Risk
19,8,1,2,Risk
19,9,1,2,Risk
19,11,2,1,Risk
19,12,2,1,Risk
19,13,2,1,Risk
19,14,2,1,Risk
19,15,2,1,Risk
19,16,2,1,Risk
19,17,2,1,Risk
19,18,2,2,Risk
19,19,2,2,Risk
19,21,3,1,Risk
19,22,3,1,Risk
19,23,3,1,Risk
19,24,3,1,Risk
19,25,3,1,Risk
19,26,3,1,Risk
19,27,3,1,Risk
19,28,3,2,Risk
19,29,3,2,Risk
19,31,4,1,Risk
19,32,4,1,Risk
19,33,4,1,Risk
19,34,4,1,Risk
19,35,4,1,Risk
19,36,4,1,Risk
19,37,4,0,Risk
19,38,4,0,Risk
19,39,4,0,Risk
20,1,1,2,Risk
20,2,1,2,Risk
20,3,1,2,Risk
20,5,1,2,Risk
20,7,1,2,Risk
20,11,2,1,Risk
20,12,2,1,Risk
20,13,2,1,Risk
20,15,2,1,Risk
20,17,2,2,Risk
20,21,3,1,Risk
20,22,3,1,Risk
20,23,3,1,Risk
20,25,3,1,Risk
20,27,3,2,Risk
20,31,4,1,Risk
20,32,4,0,Risk
20,33,4,0,Risk
20,35,4,0,Risk
20,37,4,0,Risk
21,1,1,1,Risk
21,2,1,1,Risk
21,3,1,0,Risk
21,5,1,2,Risk
21,7,1,2,Risk
21,11,2,1,Risk
21,12,2,1,Risk
21,13,2,2,Risk
21,15,2,2,Risk
21,17,2,2,Risk
21,21,3,1,Risk
21,22,3,1,Risk
21,23,3,0,Risk
21,25,3,0,Risk
21,27,3,2,Risk
21,31,4,1,Risk
21,32,4,1,Risk
21,33,4,1,Risk
21,35,4,2,Risk
21,37,4,2,Risk
22,1,1,1,Risk
22,2,1,1,Risk
22,3,1,1,Risk
22,4,1,1,Risk
22,5,1,0,Risk
22,6,1,0,Risk
22,7,1,0,Risk
22,8,1,0,Risk
22,9,1,2,Risk
22,11,2,1,Risk
22,12,2,1,Risk
22,13,2,1,Risk
22,14,2,1,Risk
22,15,2,1,Risk
22,16,2,2,Risk
22,17,2,2,Risk
22,18,2,2,Risk
22,19,2,2,Risk
22,21,3,1,Risk
22,22,3,1,Risk
22,23,3,1,Risk
22,24,3,2,Risk
22,25,3,2,Risk
22,26,3,2,Risk
22,27,3,2,Risk
22,28,3,2,Risk
22,29,3,2,Risk
22,31,4,1,Risk
22,32,4,1,Risk
22,33,4,1,Risk
22,34,4,1,Risk
22,35,4,1,Risk
22,36,4,2,Risk
22,37,4,2,Risk
22,38,4,2,Risk
22,39,4,2,Risk
23,1,1,1,Risk
23,2,1,1,Risk
23,3,1,1,Risk
23,4,1,1,Risk
23,5,1,2,Risk
23,6,1,2,Risk
23,7,1,2,Risk
23,8,1,2,Risk
23,9,1,2,Risk
23,11,2,1,Risk
23,12,2,1,Risk
23,13,2,1,Risk
23,14,2,1,Risk
23,15,2,1,Risk
23,16,2,1,Risk
23,17,2,1,Risk
23,18,2,1,Risk
23,19,2,2,Risk
23,21,3,1,Risk
23,22,3,1,Risk
23,23,3,1,Risk
23,24,3,1,Risk
23,25,3,2,Risk
23,26,3,2,Risk
23,27,3,2,Risk
23,28,3,2,Risk
23,29,3,2,Risk
23,31,4,1,Risk
23,32,4,1,Risk
23,33,4,1,Risk
23,34,4,1,Risk
23,35,4,1,Risk
23,36,4,2,Risk
23,37,4,2,Risk
23,38,4,2,Risk
23,39,4,2,Risk
26,3,1,1,Risk
26,5,1,1,Risk
26,7,1,1,Risk
26,8,1,2,Risk
26,9,1,2,Risk
26,13,2,1,Risk
26,15,2,1,Risk
26,17,2,1,Risk
26,18,2,1,Risk
26,19,2,2,Risk
26,23,3,1,Risk
26,25,3,1,Risk
26,27,3,1,Risk
26,28,3,1,Risk
26,29,3,2,Risk
26,33,4,1,Risk
26,35,4,1,Risk
26,37,4,0,Risk
26,38,4,0,Risk
26,39,4,2,Risk
27,1,1,1,Risk
27,2,1,1,Risk
27,3,1,1,Risk
27,5,1,2,Risk
27,7,1,2,Risk
27,11,2,1,Risk
27,12,2,1,Risk
27,13,2,1,Risk
27,15,2,1,Risk
27,17,2,1,Risk
27,21,3,1,Risk
27,22,3,1,Risk
27,23,3,1,Risk
27,25,3,1,Risk
27,27,3,2,Risk
27,31,4,1,Risk
27,32,4,1,Risk
27,33,4,1,Risk
27,35,4,1,Risk
27,37,4,2,Risk
28,1,1,1,Risk
28,2,1,1,Risk
28,3,1,1,Risk
28,4,1,0,Risk
28,5,1,0,Risk
28,6,1,2,Risk
28,7,1,2,Risk
28,8,1,2,Risk
28,9,1,2,Risk
28,11,2,1,Risk
28,12,2,1,Risk
28,13,2,1,Risk
28,14,2,0,Risk
28,15,2,0,Risk
28,16,2,2,Risk
28,17,2,2,Risk
28,18,2,2,Risk
28,19,2,2,Risk
28,21,3,1,Risk
28,22,3,1,Risk
28,23,3,1,Risk
28,24,3,1,Risk
28,25,3,0,Risk
28,26,3,0,Risk
28,27,3,0,Risk
28,28,3,0,Risk
28,29,3,2,Risk
28,31,4,1,Risk
28,32,4,1,Risk
28,33,4,1,Risk
28,34,4,2,Risk
28,35,4,2,Risk
28,36,4,2,Risk
28,37,4,2,Risk
28,38,4,2,Risk
28,39,4,2,Risk
29,3,1,1,Risk
29,5,1,1,Risk
29,7,1,2,Risk
29,8,1,2,Risk
29,9,1,2,Risk
29,13,2,2,Risk
29,15,2,2,Risk
29,17,2,2,Risk
29,18,2,2,Risk
29,19,2,2,Risk
29,23,3,1,Risk
29,25,3,1,Risk
29,27,3,1,Risk
29,28,3,1,Risk
29,29,3,1,Risk
29,33,4,1,Risk
29,35,4,1,Risk
29,37,4,2,Risk
29,38,4,2,Risk
29,39,4,2,Risk
31,1,1,1,Risk
31,2,1,1,Risk
31,3,1,1,Risk
31,4,1,1,Risk
31,5,1,1,Risk
31,6,1,1,Risk
31,7,1,0,Risk
31,8,1,0,Risk
31,9,1,2,Risk
31,11,2,1,Risk
31,12,2,1,Risk
31,13,2,1,Risk
31,14,2,1,Risk
31,15,2,1,Risk
31,16,2,2,Risk
31,17,2,2,Risk
31,18,2,2,Risk
31,19,2,2,Risk
31,21,3,1,Risk
31,22,3,1,Risk
31,23,3,1,Risk
31,24,3,1,Risk
31,25,3,1,Risk
31,26,3,1,Risk
31,27,3,2,Risk
31,28,3,2,Risk
31,29,3,2,Risk
31,31,4,1,Risk
31,32,4,1,Risk
31,33,4,1,Risk
31,34,4,1,Risk
31,35,4,0,Risk
31,36,4,0,Risk
31,37,4,2,Risk
31,38,4,2,Risk
31,39,4,2,Risk
32,3,1,1,Risk
32,5,1,1,Risk
32,7,1,2,Risk
32,8,1,2,Risk
32,9,1,2,Risk
32,13,2,1,Risk
32,15,2,1,Risk
32,17,2,2,Risk
32,18,2,2,Risk
32,19,2,2,Risk
32,23,3,1,Risk
32,25,3,0,Risk
32,27,3,2,Risk
32,28,3,2,Risk
32,29,3,2,Risk
32,33,4,1,Risk
32,35,4,1,Risk
32,37,4,2,Risk
32,38,4,2,Risk
32,39,4,2,Risk
34,1,1,1,Risk
34,2,1,1,Risk
34,3,1,1,Risk
34,5,1,0,Risk
34,7,1,2,Risk
34,11,2,1,Risk
34,12,2,1,Risk
34,13,2,1,Risk
34,15,2,0,Risk
34,17,2,2,Risk
34,21,3,1,Risk
34,22,3,1,Risk
34,23,3,1,Risk
34,25,3,0,Risk
34,27,3,2,Risk
34,31,4,1,Risk
34,32,4,1,Risk
34,33,4,1,Risk
34,35,4,0,Risk
34,37,4,2,Risk
35,1,1,1,Risk
35,2,1,1,Risk
35,3,1,1,Risk
35,4,1,1,Risk
35,5,1,2,Risk
35,6,1,2,Risk
35,7,1,2,Risk
35,8,1,2,Risk
35,9,1,2,Risk
35,11,2,1,Risk
35,12,2,1,Risk
35,13,2,1,Risk
35,14,2,1,Risk
35,15,2,1,Risk
35,16,2,1,Risk
35,17,2,1,Risk
35,18,2,2,Risk
35,19,2,2,Risk
35,21,3,1,Risk
35,22,3,1,Risk
35,23,3,1,Risk
35,24,3,1,Risk
35,25,3,2,Risk
35,26,3,2,Risk
35,27,3,2,Risk
35,28,3,2,Risk
35,29,3,2,Risk
35,31,4,1,Risk
35,32,4,1,Risk
35,33,4,1,Risk
35,34,4,1,Risk
35,35,4,1,Risk
35,36,4,1,Risk
35,37,4,1,Risk
35,38,4,2,Risk
35,39,4,2,Risk
37,1,1,1,Risk
37,2,1,1,Risk
37,3,1,1,Risk
37,5,1,0,Risk
37,7,1,0,Risk
37,11,2,1,Risk
37,12,2,1,Risk
37,13,2,1,Risk
37,15,2,0,Risk
37,17,2,0,Risk
37,21,3,1,Risk
37,22,3,1,Risk
37,23,3,1,Risk
37,25,3,0,Risk
37,27,3,0,Risk
37,31,4,1,Risk
37,32,4,1,Risk
37,33,4,1,Risk
37,35,4,2,Risk
37,37,4,2,Risk
38,3,1,1,Risk
38,5,1,1,Risk
38,7,1,1,Risk
38,8,1,2,Risk
38,9,1,2,Risk
38,13,2,1,Risk
38,15,2,1,Risk
38,17,2,1,Risk
38,18,2,2,Risk
38,19,2,2,Risk
38,23,3,1,Risk
38,25,3,1,Risk
38,27,3,1,Risk
38,28,3,1,Risk
38,29,3,2,Risk
38,33,4,1,Risk
38,35,4,1,Risk
38,37,4,1,Risk
38,38,4,1,Risk
38,39,4,2,Risk
40,1,1,1,Risk
40,2,1,1,Risk
40,3,1,1,Risk
40,4,1,1,Risk
40,5,1,1,Risk
40,6,1,1,Risk
40,7,1,2,Risk
40,8,1,2,Risk
40,9,1,2,Risk
40,11,2,1,Risk
40,12,2,1,Risk
40,13,2,1,Risk
40,14,2,1,Risk
40,15,2,1,Risk
40,16,2,2,Risk
40,17,2,2,Risk
40,18,2,2,Risk
40,19,2,2,Risk
40,21,3,1,Risk
40,22,3,1,Risk
40,23,3,1,Risk
40,24,3,1,Risk
40,25,3,1,Risk
40,26,3,2,Risk
40,27,3,2,Risk
40,28,3,2,Risk
40,29,3,2,Risk
40,31,4,1,Risk
40,32,4,1,Risk
40,33,4,1,Risk
40,34,4,1,Risk
40,35,4,2,Risk
40,36,4,2,Risk
40,37,4,2,Risk
40,38,4,2,Risk
40,39,4,2,Risk
41,1,1,1,Risk
41,2,1,1,Risk
41,3,1,1,Risk
41,5,1,2,Risk
41,7,1,2,Risk
41,11,2,1,Risk
41,12,2,1,Risk
41,13,2,0,Risk
41,15,2,2,Risk
41,17,2,2,Risk
41,21,3,1,Risk
41,22,3,1,Risk
41,23,3,1,Risk
41,25,3,2,Risk
41,27,3,2,Risk
41,31,4,1,Risk
41,32,4,1,Risk
41,33,4,0,Risk
41,35,4,2,Risk
41,37,4,2,Risk
42,1,1,1,Risk
42,2,1,1,Risk
42,3,1,1,Risk
42,4,1,1,Risk
42,5,1,2,Risk
42,6,1,2,Risk
42,7,1,2,Risk
42,8,1,2,Risk
42,9,1,2,Risk
42,11,2,1,Risk
42,12,2,1,Risk
42,13,2,1,Risk
42,14,2,1,Risk
42,15,2,1,Risk
42,16,2,2,Risk
42,17,2,2,Risk
42,18,2,2,Risk
42,19,2,2,Risk
42,21,3,1,Risk
42,22,3,1,Risk
42,23,3,1,Risk
42,24,3,1,Risk
42,25,3,1,Risk
42,26,3,2,Risk
42,27,3,2,Risk
42,28,3,2,Risk
42,29,3,2,Risk
42,31,4,1,Risk
42,32,4,1,Risk
42,33,4,1,Risk
42,34,4,1,Risk
42,35,4,1,Risk
42,36,4,2,Risk
42,37,4,2,Risk
42,38,4,2,Risk
42,39,4,2,Risk
43,1,1,1,Risk
43,2,1,1,Risk
43,3,1,2,Risk
43,5,1,2,Risk
43,7,1,2,Risk
43,11,2,1,Risk
43,12,2,1,Risk
43,13,2,1,Risk
43,15,2,1,Risk
43,17,2,2,Risk
43,21,3,1,Risk
43,22,3,1,Risk
43,23,3,2,Risk
43,25,3,2,Risk
43,27,3,2,Risk
43,31,4,1,Risk
43,32,4,1,Risk
43,33,4,1,Risk
43,35,4,2,Risk
43,37,4,2,Risk
45,1,1,1,Risk
45,2,1,1,Risk
45,3,1,1,Risk
45,4,1,1,Risk
45,5,1,1,Risk
45,6,1,1,Risk
45,7,1,2,Risk
45,8,1,2,Risk
45,9,1,2,Risk
45,11,2,1,Risk
45,12,2,1,Risk
45,13,2,1,Risk
45,14,2,1,Risk
45,15,2,1,Risk
45,16,2,2,Risk
45,17,2,2,Risk
45,18,2,2,Risk
45,19,2,2,Risk
45,21,3,1,Risk
45,22,3,1,Risk
45,23,3,1,Risk
45,24,3,1,Risk
45,25,3,1,Risk
45,26,3,1,Risk
45,27,3,1,Risk
45,28,3,1,Risk
45,29,3,2,Risk
45,31,4,1,Risk
45,32,4,1,Risk
45,33,4,1,Risk
45,34,4,1,Risk
45,35,4,1,Risk
45,36,4,1,Risk
45,37,4,1,Risk
45,38,4,1,Risk
45,39,4,2,Risk
46,1,1,1,Risk
46,2,1,1,Risk
46,3,1,1,Risk
46,4,1,1,Risk
46,5,1,1,Risk
46,6,1,1,Risk
46,7,1,1,Risk
46,8,1,1,Risk
46,9,1,1,Risk
46,11,2,1,Risk
46,12,2,1,Risk
46,13,2,1,Risk
46,14,2,1,Risk
46,15,2,1,Risk
46,16,2,2,Risk
46,17,2,2,Risk
46,18,2,2,Risk
46,19,2,2,Risk
46,21,3,1,Risk
46,22,3,1,Risk
46,23,3,1,Risk
46,24,3,1,Risk
46,25,3,1,Risk
46,26,3,0,Risk
46,27,3,0,Risk
46,28,3,0,Risk
46,29,3,0,Risk
46,31,4,1,Risk
46,32,4,1,Risk
46,33,4,1,Risk
46,34,4,1,Risk
46,35,4,0,Risk
46,36,4,0,Risk
46,37,4,0,Risk
46,38,4,0,Risk
46,39,4,0,Risk
48,1,1,1,Risk
48,2,1,1,Risk
48,3,1,1,Risk
48,4,1,1,Risk
48,5,1,1,Risk
48,6,1,1,Risk
48,7,1,1,Risk
48,8,1,2,Risk
48,9,1,2,Risk
48,11,2,1,Risk
48,12,2,1,Risk
48,13,2,1,Risk
48,14,2,1,Risk
48,15,2,1,Risk
48,16,2,1,Risk
48,17,2,1,Risk
48,18,2,2,Risk
48,19,2,2,Risk
48,21,3,1,Risk
48,22,3,1,Risk
48,23,3,1,Risk
48,24,3,1,Risk
48,25,3,1,Risk
48,26,3,1,Risk
48,27,3,1,Risk
48,28,3,2,Risk
48,29,3,2,Risk
48,31,4,1,Risk
48,32,4,1,Risk
48,33,4,1,Risk
48,34,4,1,Risk
48,35,4,1,Risk
48,36,4,1,Risk
48,37,4,1,Risk
48,38,4,2,Risk
48,39,4,2,Risk
49,1,1,1,Risk
49,2,1,1,Risk
49,3,1,1,Risk
49,5,1,1,Risk
49,7,1,1,Risk
49,11,2,1,Risk
49,12,2,1,Risk
49,13,2,1,Risk
49,15,2,1,Risk
49,17,2,2,Risk
49,21,3,1,Risk
49,22,3,1,Risk
49,23,3,1,Risk
49,25,3,1,Risk
49,27,3,2,Risk
49,31,4,1,Risk
49,32,4,1,Risk
49,33,4,1,Risk
49,35,4,1,Risk
49,37,4,2,Risk
51,1,1,1,Risk
51,2,1,1,Risk
51,3,1,1,Risk
51,4,1,1,Risk
51,5,1,1,Risk
51,6,1,1,Risk
51,7,1,1,Risk
51,8,1,2,Risk
51,9,1,2,Risk
51,11,2,1,Risk
51,12,2,1,Risk
51,13,2,2,Risk
51,14,2,2,Risk
51,15,2,2,Risk
51,16,2,2,Risk
51,17,2,2,Risk
51,18,2,2,Risk
51,19,2,2,Risk
51,21,3,1,Risk
51,22,3,1,Risk
51,23,3,1,Risk
51,24,3,1,Risk
51,25,3,1,Risk
51,26,3,1,Risk
51,27,3,1,Risk
51,28,3,2,Risk
51,29,3,2,Risk
51,31,4,1,Risk
51,32,4,1,Risk
51,33,4,1,Risk
51,34,4,1,Risk
51,35,4,1,Risk
51,36,4,1,Risk
51,37,4,1,Risk
51,38,4,1,Risk
51,39,4,1,Risk
52,1,1,1,Risk
52,2,1,1,Risk
52,3,1,1,Risk
52,4,1,1,Risk
52,5,1,1,Risk
52,6,1,1,Risk
52,7,1,1,Risk
52,8,1,1,Risk
52,9,1,2,Risk
52,11,2,1,Risk
52,12,2,1,Risk
52,13,2,1,Risk
52,14,2,1,Risk
52,15,2,1,Risk
52,16,2,1,Risk
52,17,2,1,Risk
52,18,2,1,Risk
52,19,2,1,Risk
52,21,3,1,Risk
52,22,3,1,Risk
52,23,3,1,Risk
52,24,3,1,Risk
52,25,3,1,Risk
52,26,3,1,Risk
52,27,3,1,Risk
52,28,3,1,Risk
52,29,3,1,Risk
52,31,4,1,Risk
52,32,4,1,Risk
52,33,4,1,Risk
52,34,4,1,Risk
52,35,4,1,Risk
52,36,4,1,Risk
52,37,4,1,Risk
52,38,4,1,Risk
52,39,4,1,Risk
54,1,1,1,Risk
54,2,1,1,Risk
54,3,1,1,Risk
54,4,1,1,Risk
54,5,1,0,Risk
54,6,1,0,Risk
54,7,1,2,Risk
54,8,1,2,Risk
54,9,1,2,Risk
54,11,2,1,Risk
54,12,2,1,Risk
54,13,2,1,Risk
54,14,2,0,Risk
54,15,2,0,Risk
54,16,2,0,Risk
54,17,2,0,Risk
54,18,2,2,Risk
54,19,2,2,Risk
54,21,3,1,Risk
