taskID,taskType,x1_L1,x2_L1,x1_L2,x2_L2,p_L1,p_L2,t_L1,t_L2,menuID,p_L1_hat
9,Time,3,3,5.68749951171875,5.68749951171875,1,1,0.08333333333333333,1.5833333333333333,89,0.1188118811881188
9,Time,3,3,6.081859375,6.081859375,1,1,0.08333333333333333,1.5833333333333333,90,0.06188118811881188
10,Time,3,3,3.313458251953125,3.313458251953125,1,1,0.08333333333333333,2.0833333333333335,91,0.9331683168316832
10,Time,3,3,3.655208740234375,3.655208740234375,1,1,0.08333333333333333,2.0833333333333335,92,0.8316831683168316
10,Time,3,3,4.027412353515625,4.027412353515625,1,1,0.08333333333333333,2.0833333333333335,93,0.7376237623762376
10,Time,3,3,4.4323662109375,4.4323662109375,1,1,0.08333333333333333,2.0833333333333335,94,0.594059405940594
10,Time,3,3,4.87251025390625,4.87251025390625,1,1,0.08333333333333333,2.0833333333333335,95,0.4628712871287129
10,Time,3,3,5.35043359375,5.35043359375,1,1,0.08333333333333333,2.0833333333333335,96,0.3118811881188119
10,Time,3,3,5.8688818359375,5.8688818359375,1,1,0.08333333333333333,2.0833333333333335,97,0.2301980198019802
10,Time,3,3,6.4307666015625,6.4307666015625,1,1,0.08333333333333333,2.0833333333333335,98,0.16336633663366337
10,Time,3,3,7.03916943359375,7.03916943359375,1,1,0.08333333333333333,2.0833333333333335,99,0.09900990099009901
10,Time,3,3,7.697353515625,7.697353515625,1,1,0.08333333333333333,2.0833333333333335,100,0.07178217821782178
